"Step","CartPole_flava-full_contrastive_20240425_151959 - global_step","CartPole_flava-full_contrastive_20240425_151959 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151959 - global_step__MAX","CartPole_flava-full_contrastive_20240425_151531 - global_step","CartPole_flava-full_contrastive_20240425_151531 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151531 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MAX","CartPole_flava-full_cosine_20240425_143913 - global_step","CartPole_flava-full_cosine_20240425_143913 - global_step__MIN","CartPole_flava-full_cosine_20240425_143913 - global_step__MAX","CartPole_flava-full_cosine_20240425_142155 - global_step","CartPole_flava-full_cosine_20240425_142155 - global_step__MIN","CartPole_flava-full_cosine_20240425_142155 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MAX","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MIN","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MAX","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MIN","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MAX","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MIN","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MAX","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MIN","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MAX","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MIN","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MAX","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MIN","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MAX"
"1569","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","","","","","","","","","","","",""
"1570","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","2587200","","","","","","","","","","","",""
"1571","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","","","","","","","","","","","",""
"1572","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","2590400","","","","","","","","","","","",""
"1573","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","","","","","","","","","","","",""
"1574","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","2593600","","","","","","","","","","","",""
"1575","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","","","","","","","","","","","",""
"1576","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","2596800","","","","","","","","","","","",""
"1577","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","","","","","","","","","","","",""
"1578","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","2600000","","","","","","","","","","","",""
"1579","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","","","","","","","","","","","",""
"1580","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","2603200","","","","","","","","","","","",""
"1581","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","","","","","","","","","","","",""
"1582","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","2606400","","","","","","","","","","","",""
"1583","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","","","","","","","","","","","",""
"1584","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","2609600","","","","","","","","","","","",""
"1585","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","","","","","","","","","","","",""
"1586","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","2612800","","","","","","","","","","","",""
"1587","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","","","","","","","","","","","",""
"1588","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","2616000","","","","","","","","","","","",""
"1589","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","","","","","","","","","","","",""
"1590","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","2619200","","","","","","","","","","","",""
"1591","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","","","","","","","","","","","",""
"1592","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","2622400","","","","","","","","","","","",""
"1593","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","","","","","","","","","","","",""
"1594","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","2625600","","","","","","","","","","","",""
"1595","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","","","","","","","","","","","",""
"1596","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","2628800","","","","","","","","","","","",""
"1597","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","","","","","","","","","","","",""
"1598","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","2632000","","","","","","","","","","","",""
"1599","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","","","","","","","","","","","",""
"1600","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","2635200","","","","","","","","","","","",""
"1601","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","","","","","","","","","","","",""
"1602","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","2638400","","","","","","","","","","","",""
"1603","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","","","","","","","","","","","",""
"1604","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","2641600","","","","","","","","","","","",""
"1605","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","","","","","","","","","","","",""
"1606","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","2644800","","","","","","","","","","","",""
"1607","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","","","","","","","","","","","",""
"1608","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","2648000","","","","","","","","","","","",""
"1609","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","","","","","","","","","","","",""
"1610","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","2651200","","","","","","","","","","","",""
"1611","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","","","","","","","","","","","",""
"1612","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","2654400","","","","","","","","","","","",""
"1613","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","","","","","","","","","","","",""
"1614","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","2657600","","","","","","","","","","","",""
"1615","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","","","","","","","","","","","",""
"1616","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","2660800","","","","","","","","","","","",""
"1617","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","","","","","","","","","","","",""
"1618","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","2664000","","","","","","","","","","","",""
"1619","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","","","","","","","","","","","",""
"1620","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","2667200","","","","","","","","","","","",""
"1621","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","","","","","","","","","","","",""
"1622","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","2670400","","","","","","","","","","","",""
"1623","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","","","","","","","","","","","",""
"1624","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","2673600","","","","","","","","","","","",""
"1625","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","","","","","","","","","","","",""
"1626","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","2676800","","","","","","","","","","","",""
"1627","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","","","","","","","","","","","",""
"1628","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","2680000","","","","","","","","","","","",""
"1629","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","","","","","","","","","","","",""
"1630","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","2683200","","","","","","","","","","","",""
"1631","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","","","","","","","","","","","",""
"1632","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","2686400","","","","","","","","","","","",""
"1633","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","","","","","","","","","","","",""
