"Step","CartPole_flava-full_contrastive_20240425_151959 - global_step","CartPole_flava-full_contrastive_20240425_151959 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151959 - global_step__MAX","CartPole_flava-full_contrastive_20240425_151531 - global_step","CartPole_flava-full_contrastive_20240425_151531 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151531 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MAX","CartPole_flava-full_cosine_20240425_143913 - global_step","CartPole_flava-full_cosine_20240425_143913 - global_step__MIN","CartPole_flava-full_cosine_20240425_143913 - global_step__MAX","CartPole_flava-full_cosine_20240425_142155 - global_step","CartPole_flava-full_cosine_20240425_142155 - global_step__MIN","CartPole_flava-full_cosine_20240425_142155 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MAX","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MIN","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MAX","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MIN","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MAX","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MIN","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MAX","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MIN","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MAX","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MIN","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MAX","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MIN","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MAX"
"914","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","1537600","","","","","","","3001600","3001600","3001600","3001600","3001600","3001600"
"915","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","1539200","","","","","","","","","","","",""
"916","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","1540800","","","","","","","","","","","",""
"917","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","1542400","","","","","","","","","","","",""
"918","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","1544000","","","","","","","","","","","",""
"919","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","1545600","","","","","","","","","","","",""
"920","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","1547200","","","","","","","","","","","",""
"921","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","1548800","","","","","","","","","","","",""
"922","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","1550400","","","","","","","","","","","",""
"923","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","1552000","","","","","","","","","","","",""
"924","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","1553600","","","","","","","","","","","",""
"925","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","1555200","","","","","","","","","","","",""
"926","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","1556800","","","","","","","","","","","",""
"927","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","1558400","","","","","","","","","","","",""
"928","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","1560000","","","","","","","","","","","",""
"929","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","1561600","","","","","","","","","","","",""
"930","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","1563200","","","","","","","","","","","",""
"931","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","1564800","","","","","","","","","","","",""
"932","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","1566400","","","","","","","","","","","",""
"933","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","1568000","","","","","","","","","","","",""
"934","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","1569600","","","","","","","","","","","",""
"935","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","1571200","","","","","","","","","","","",""
"936","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","1572800","","","","","","","","","","","",""
"937","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","1574400","","","","","","","","","","","",""
"938","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","1576000","","","","","","","","","","","",""
"939","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","1577600","","","","","","","","","","","",""
"940","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","1579200","","","","","","","","","","","",""
"941","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","1580800","","","","","","","","","","","",""
"942","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","1582400","","","","","","","","","","","",""
"943","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","1584000","","","","","","","","","","","",""
"944","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","1585600","","","","","","","","","","","",""
"945","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","1587200","","","","","","","","","","","",""
"946","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","1588800","","","","","","","","","","","",""
