"Step","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step__MIN","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step__MAX","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step__MIN","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step__MAX","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step__MIN","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step__MAX","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step__MIN","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step__MAX"
"701","2320000","2320000","2320000","2320000","2320000","2320000","2320000","2320000","2320000","2320000","2320000","2320000","","","","2320000","2320000","2320000","2320000","2320000","2320000","2320000","2320000","2320000"
"702","2323200","2323200","2323200","2323200","2323200","2323200","2323200","2323200","2323200","2323200","2323200","2323200","","","","2323200","2323200","2323200","2323200","2323200","2323200","2323200","2323200","2323200"
"703","2326400","2326400","2326400","2326400","2326400","2326400","2326400","2326400","2326400","2326400","2326400","2326400","","","","2326400","2326400","2326400","2326400","2326400","2326400","2326400","2326400","2326400"
"704","2329600","2329600","2329600","2329600","2329600","2329600","2329600","2329600","2329600","2329600","2329600","2329600","","","","2329600","2329600","2329600","2329600","2329600","2329600","2329600","2329600","2329600"
"705","2332800","2332800","2332800","2332800","2332800","2332800","2332800","2332800","2332800","2332800","2332800","2332800","","","","2332800","2332800","2332800","2332800","2332800","2332800","2332800","2332800","2332800"
"706","2336000","2336000","2336000","2336000","2336000","2336000","2336000","2336000","2336000","2336000","2336000","2336000","","","","2336000","2336000","2336000","2336000","2336000","2336000","2336000","2336000","2336000"
"707","2339200","2339200","2339200","2339200","2339200","2339200","2339200","2339200","2339200","2339200","2339200","2339200","","","","2339200","2339200","2339200","2339200","2339200","2339200","2339200","2339200","2339200"
"708","2342400","2342400","2342400","2342400","2342400","2342400","2342400","2342400","2342400","2342400","2342400","2342400","","","","2342400","2342400","2342400","2342400","2342400","2342400","2342400","2342400","2342400"
"709","2345600","2345600","2345600","2345600","2345600","2345600","2345600","2345600","2345600","2345600","2345600","2345600","","","","2345600","2345600","2345600","2345600","2345600","2345600","2345600","2345600","2345600"
"710","2348800","2348800","2348800","2348800","2348800","2348800","2348800","2348800","2348800","2348800","2348800","2348800","","","","2348800","2348800","2348800","2348800","2348800","2348800","2348800","2348800","2348800"
"711","2352000","2352000","2352000","2352000","2352000","2352000","2352000","2352000","2352000","2352000","2352000","2352000","","","","2352000","2352000","2352000","2352000","2352000","2352000","2352000","2352000","2352000"
"712","2355200","2355200","2355200","2355200","2355200","2355200","2355200","2355200","2355200","2355200","2355200","2355200","","","","2355200","2355200","2355200","2355200","2355200","2355200","2355200","2355200","2355200"
"713","2358400","2358400","2358400","2358400","2358400","2358400","2358400","2358400","2358400","2358400","2358400","2358400","","","","2358400","2358400","2358400","2358400","2358400","2358400","2358400","2358400","2358400"
"714","2361600","2361600","2361600","2361600","2361600","2361600","2361600","2361600","2361600","2361600","2361600","2361600","","","","2361600","2361600","2361600","2361600","2361600","2361600","2361600","2361600","2361600"
"715","2364800","2364800","2364800","2364800","2364800","2364800","2364800","2364800","2364800","2364800","2364800","2364800","","","","2364800","2364800","2364800","2364800","2364800","2364800","2364800","2364800","2364800"
"716","2368000","2368000","2368000","2368000","2368000","2368000","2368000","2368000","2368000","2368000","2368000","2368000","","","","2368000","2368000","2368000","2368000","2368000","2368000","2368000","2368000","2368000"
"717","2371200","2371200","2371200","2371200","2371200","2371200","2371200","2371200","2371200","2371200","2371200","2371200","","","","2371200","2371200","2371200","2371200","2371200","2371200","2371200","2371200","2371200"
"718","2374400","2374400","2374400","2374400","2374400","2374400","2374400","2374400","2374400","2374400","2374400","2374400","","","","2374400","2374400","2374400","2374400","2374400","2374400","2374400","2374400","2374400"
"719","2377600","2377600","2377600","2377600","2377600","2377600","2377600","2377600","2377600","2377600","2377600","2377600","","","","2377600","2377600","2377600","2377600","2377600","2377600","2377600","2377600","2377600"
"720","2380800","2380800","2380800","2380800","2380800","2380800","2380800","2380800","2380800","2380800","2380800","2380800","","","","2380800","2380800","2380800","2380800","2380800","2380800","2380800","2380800","2380800"
"721","2384000","2384000","2384000","2384000","2384000","2384000","2384000","2384000","2384000","2384000","2384000","2384000","","","","2384000","2384000","2384000","2384000","2384000","2384000","2384000","2384000","2384000"
"722","2387200","2387200","2387200","2387200","2387200","2387200","2387200","2387200","2387200","2387200","2387200","2387200","","","","2387200","2387200","2387200","2387200","2387200","2387200","2387200","2387200","2387200"
"723","2390400","2390400","2390400","2390400","2390400","2390400","2390400","2390400","2390400","2390400","2390400","2390400","","","","2390400","2390400","2390400","2390400","2390400","2390400","2390400","2390400","2390400"
"724","2393600","2393600","2393600","2393600","2393600","2393600","2393600","2393600","2393600","2393600","2393600","2393600","","","","2393600","2393600","2393600","2393600","2393600","2393600","2393600","2393600","2393600"
"725","2396800","2396800","2396800","2396800","2396800","2396800","2396800","2396800","2396800","2396800","2396800","2396800","","","","2396800","2396800","2396800","2396800","2396800","2396800","2396800","2396800","2396800"
"726","2400000","2400000","2400000","2400000","2400000","2400000","2400000","2400000","2400000","2400000","2400000","2400000","","","","2400000","2400000","2400000","2400000","2400000","2400000","2400000","2400000","2400000"
"727","2403200","2403200","2403200","2403200","2403200","2403200","2403200","2403200","2403200","2403200","2403200","2403200","","","","2403200","2403200","2403200","2403200","2403200","2403200","2403200","2403200","2403200"
"728","2406400","2406400","2406400","2406400","2406400","2406400","2406400","2406400","2406400","2406400","2406400","2406400","","","","2406400","2406400","2406400","2406400","2406400","2406400","2406400","2406400","2406400"
"729","2409600","2409600","2409600","2409600","2409600","2409600","2409600","2409600","2409600","2409600","2409600","2409600","","","","2409600","2409600","2409600","2409600","2409600","2409600","2409600","2409600","2409600"
"730","2412800","2412800","2412800","2412800","2412800","2412800","2412800","2412800","2412800","2412800","2412800","2412800","","","","2412800","2412800","2412800","2412800","2412800","2412800","2412800","2412800","2412800"
"731","2416000","2416000","2416000","2416000","2416000","2416000","2416000","2416000","2416000","2416000","2416000","2416000","","","","2416000","2416000","2416000","2416000","2416000","2416000","2416000","2416000","2416000"
"732","2419200","2419200","2419200","2419200","2419200","2419200","2419200","2419200","2419200","2419200","2419200","2419200","","","","2419200","2419200","2419200","2419200","2419200","2419200","2419200","2419200","2419200"
"733","2422400","2422400","2422400","2422400","2422400","2422400","2422400","2422400","2422400","2422400","2422400","2422400","","","","2422400","2422400","2422400","2422400","2422400","2422400","2422400","2422400","2422400"
"734","2425600","2425600","2425600","2425600","2425600","2425600","2425600","2425600","2425600","2425600","2425600","2425600","","","","2425600","2425600","2425600","2425600","2425600","2425600","2425600","2425600","2425600"
"735","2428800","2428800","2428800","2428800","2428800","2428800","2428800","2428800","2428800","2428800","2428800","2428800","","","","2428800","2428800","2428800","2428800","2428800","2428800","2428800","2428800","2428800"
"736","2432000","2432000","2432000","2432000","2432000","2432000","2432000","2432000","2432000","2432000","2432000","2432000","","","","2432000","2432000","2432000","2432000","2432000","2432000","2432000","2432000","2432000"
"737","2435200","2435200","2435200","2435200","2435200","2435200","2435200","2435200","2435200","2435200","2435200","2435200","","","","2435200","2435200","2435200","2435200","2435200","2435200","2435200","2435200","2435200"
"738","2438400","2438400","2438400","2438400","2438400","2438400","2438400","2438400","2438400","2438400","2438400","2438400","","","","2438400","2438400","2438400","2438400","2438400","2438400","2438400","2438400","2438400"
"739","2441600","2441600","2441600","2441600","2441600","2441600","2441600","2441600","2441600","2441600","2441600","2441600","","","","2441600","2441600","2441600","2441600","2441600","2441600","2441600","2441600","2441600"
"740","2444800","2444800","2444800","2444800","2444800","2444800","2444800","2444800","2444800","2444800","2444800","2444800","","","","2444800","2444800","2444800","2444800","2444800","2444800","2444800","2444800","2444800"
"741","2448000","2448000","2448000","2448000","2448000","2448000","2448000","2448000","2448000","2448000","2448000","2448000","","","","2448000","2448000","2448000","2448000","2448000","2448000","2448000","2448000","2448000"
"742","2451200","2451200","2451200","2451200","2451200","2451200","2451200","2451200","2451200","2451200","2451200","2451200","","","","2451200","2451200","2451200","2451200","2451200","2451200","2451200","2451200","2451200"
"743","2454400","2454400","2454400","2454400","2454400","2454400","2454400","2454400","2454400","2454400","2454400","2454400","","","","2454400","2454400","2454400","2454400","2454400","2454400","2454400","2454400","2454400"
"744","2457600","2457600","2457600","2457600","2457600","2457600","2457600","2457600","2457600","2457600","2457600","2457600","","","","2457600","2457600","2457600","2457600","2457600","2457600","2457600","2457600","2457600"
"745","2460800","2460800","2460800","2460800","2460800","2460800","2460800","2460800","2460800","2460800","2460800","2460800","","","","2460800","2460800","2460800","2460800","2460800","2460800","2460800","2460800","2460800"
"746","2464000","2464000","2464000","2464000","2464000","2464000","2464000","2464000","2464000","2464000","2464000","2464000","","","","2464000","2464000","2464000","2464000","2464000","2464000","2464000","2464000","2464000"
"747","2467200","2467200","2467200","2467200","2467200","2467200","2467200","2467200","2467200","2467200","2467200","2467200","","","","2467200","2467200","2467200","2467200","2467200","2467200","2467200","2467200","2467200"
"748","2470400","2470400","2470400","2470400","2470400","2470400","2470400","2470400","2470400","2470400","2470400","2470400","","","","2470400","2470400","2470400","2470400","2470400","2470400","2470400","2470400","2470400"
"749","2473600","2473600","2473600","2473600","2473600","2473600","2473600","2473600","2473600","2473600","2473600","2473600","","","","2473600","2473600","2473600","2473600","2473600","2473600","2473600","2473600","2473600"
"750","2476800","2476800","2476800","2476800","2476800","2476800","2476800","2476800","2476800","2476800","2476800","2476800","","","","2476800","2476800","2476800","2476800","2476800","2476800","2476800","2476800","2476800"
"751","2480000","2480000","2480000","2480000","2480000","2480000","2480000","2480000","2480000","2480000","2480000","2480000","","","","2480000","2480000","2480000","2480000","2480000","2480000","2480000","2480000","2480000"
"752","2483200","2483200","2483200","2483200","2483200","2483200","2483200","2483200","2483200","2483200","2483200","2483200","","","","2483200","2483200","2483200","2483200","2483200","2483200","2483200","2483200","2483200"
"753","2486400","2486400","2486400","2486400","2486400","2486400","2486400","2486400","2486400","2486400","2486400","2486400","","","","2486400","2486400","2486400","2486400","2486400","2486400","2486400","2486400","2486400"
"754","2489600","2489600","2489600","2489600","2489600","2489600","2489600","2489600","2489600","2489600","2489600","2489600","","","","2489600","2489600","2489600","2489600","2489600","2489600","2489600","2489600","2489600"
"755","2492800","2492800","2492800","2492800","2492800","2492800","2492800","2492800","2492800","2492800","2492800","2492800","","","","2492800","2492800","2492800","2492800","2492800","2492800","2492800","2492800","2492800"
"756","2496000","2496000","2496000","2496000","2496000","2496000","2496000","2496000","2496000","2496000","2496000","2496000","","","","2496000","2496000","2496000","2496000","2496000","2496000","2496000","2496000","2496000"
"757","2499200","2499200","2499200","2499200","2499200","2499200","2499200","2499200","2499200","2499200","2499200","2499200","","","","2499200","2499200","2499200","2499200","2499200","2499200","2499200","2499200","2499200"
"758","2502400","2502400","2502400","2502400","2502400","2502400","2502400","2502400","2502400","2502400","2502400","2502400","","","","2502400","2502400","2502400","2502400","2502400","2502400","2502400","2502400","2502400"
"759","2505600","2505600","2505600","2505600","2505600","2505600","2505600","2505600","2505600","2505600","2505600","2505600","","","","2505600","2505600","2505600","2505600","2505600","2505600","2505600","2505600","2505600"
"760","2508800","2508800","2508800","2508800","2508800","2508800","2508800","2508800","2508800","2508800","2508800","2508800","","","","2508800","2508800","2508800","2508800","2508800","2508800","2508800","2508800","2508800"
"761","2512000","2512000","2512000","2512000","2512000","2512000","2512000","2512000","2512000","2512000","2512000","2512000","","","","2512000","2512000","2512000","2512000","2512000","2512000","2512000","2512000","2512000"
"762","2515200","2515200","2515200","2515200","2515200","2515200","2515200","2515200","2515200","2515200","2515200","2515200","","","","2515200","2515200","2515200","2515200","2515200","2515200","2515200","2515200","2515200"
"763","2518400","2518400","2518400","2518400","2518400","2518400","2518400","2518400","2518400","2518400","2518400","2518400","","","","2518400","2518400","2518400","2518400","2518400","2518400","2518400","2518400","2518400"
"764","2521600","2521600","2521600","2521600","2521600","2521600","2521600","2521600","2521600","2521600","2521600","2521600","","","","2521600","2521600","2521600","2521600","2521600","2521600","2521600","2521600","2521600"
"765","2524800","2524800","2524800","2524800","2524800","2524800","2524800","2524800","2524800","2524800","2524800","2524800","","","","2524800","2524800","2524800","2524800","2524800","2524800","2524800","2524800","2524800"
"766","2528000","2528000","2528000","2528000","2528000","2528000","2528000","2528000","2528000","2528000","2528000","2528000","","","","2528000","2528000","2528000","2528000","2528000","2528000","2528000","2528000","2528000"
"767","2531200","2531200","2531200","2531200","2531200","2531200","2531200","2531200","2531200","2531200","2531200","2531200","","","","2531200","2531200","2531200","2531200","2531200","2531200","2531200","2531200","2531200"
"768","2534400","2534400","2534400","2534400","2534400","2534400","2534400","2534400","2534400","2534400","2534400","2534400","","","","2534400","2534400","2534400","2534400","2534400","2534400","2534400","2534400","2534400"
"769","2537600","2537600","2537600","2537600","2537600","2537600","2537600","2537600","2537600","2537600","2537600","2537600","","","","2537600","2537600","2537600","2537600","2537600","2537600","2537600","2537600","2537600"
"770","2540800","2540800","2540800","2540800","2540800","2540800","2540800","2540800","2540800","2540800","2540800","2540800","","","","2540800","2540800","2540800","2540800","2540800","2540800","2540800","2540800","2540800"
"771","2544000","2544000","2544000","2544000","2544000","2544000","2544000","2544000","2544000","2544000","2544000","2544000","","","","2544000","2544000","2544000","2544000","2544000","2544000","2544000","2544000","2544000"
"772","2547200","2547200","2547200","2547200","2547200","2547200","2547200","2547200","2547200","2547200","2547200","2547200","","","","2547200","2547200","2547200","2547200","2547200","2547200","2547200","2547200","2547200"
"773","2550400","2550400","2550400","2550400","2550400","2550400","2550400","2550400","2550400","2550400","2550400","2550400","","","","2550400","2550400","2550400","2550400","2550400","2550400","2550400","2550400","2550400"
"774","2553600","2553600","2553600","2553600","2553600","2553600","2553600","2553600","2553600","2553600","2553600","2553600","","","","2553600","2553600","2553600","2553600","2553600","2553600","2553600","2553600","2553600"
"775","2556800","2556800","2556800","2556800","2556800","2556800","2556800","2556800","2556800","2556800","2556800","2556800","","","","2556800","2556800","2556800","2556800","2556800","2556800","2556800","2556800","2556800"
"776","2560000","2560000","2560000","2560000","2560000","2560000","2560000","2560000","2560000","2560000","2560000","2560000","","","","2560000","2560000","2560000","2560000","2560000","2560000","2560000","2560000","2560000"
"777","2563200","2563200","2563200","2563200","2563200","2563200","2563200","2563200","2563200","2563200","2563200","2563200","","","","2563200","2563200","2563200","2563200","2563200","2563200","2563200","2563200","2563200"
"778","2566400","2566400","2566400","2566400","2566400","2566400","2566400","2566400","2566400","2566400","2566400","2566400","","","","2566400","2566400","2566400","2566400","2566400","2566400","2566400","2566400","2566400"
"779","2569600","2569600","2569600","2569600","2569600","2569600","2569600","2569600","2569600","2569600","2569600","2569600","","","","2569600","2569600","2569600","2569600","2569600","2569600","2569600","2569600","2569600"
"780","2572800","2572800","2572800","2572800","2572800","2572800","2572800","2572800","2572800","2572800","2572800","2572800","","","","2572800","2572800","2572800","2572800","2572800","2572800","2572800","2572800","2572800"
"781","2576000","2576000","2576000","2576000","2576000","2576000","2576000","2576000","2576000","2576000","2576000","2576000","","","","2576000","2576000","2576000","2576000","2576000","2576000","2576000","2576000","2576000"
"782","2579200","2579200","2579200","2579200","2579200","2579200","2579200","2579200","2579200","2579200","2579200","2579200","","","","2579200","2579200","2579200","2579200","2579200","2579200","2579200","2579200","2579200"
"783","2582400","2582400","2582400","2582400","2582400","2582400","2582400","2582400","2582400","2582400","2582400","2582400","","","","2582400","2582400","2582400","2582400","2582400","2582400","2582400","2582400","2582400"
"784","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","","","","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600","2585600"
"785","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","","","","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800","2588800"
"786","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","","","","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000","2592000"
"787","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","","","","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200","2595200"
"788","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","","","","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400","2598400"
"789","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","","","","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600","2601600"
"790","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","","","","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800","2604800"
"791","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","","","","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000","2608000"
"792","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","","","","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200","2611200"
"793","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","","","","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400","2614400"
"794","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","","","","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600","2617600"
"795","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","","","","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800","2620800"
"796","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","","","","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000","2624000"
"797","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","","","","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200","2627200"
"798","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","","","","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400","2630400"
"799","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","","","","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600","2633600"
"800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","","","","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800","2636800"
"801","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","","","","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000","2640000"
"802","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","","","","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200","2643200"
"803","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","","","","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400","2646400"
"804","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","","","","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600","2649600"
"805","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","","","","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800","2652800"
"806","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","","","","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000","2656000"
"807","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","","","","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200","2659200"
"808","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","","","","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400","2662400"
"809","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","","","","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600","2665600"
"810","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","","","","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800","2668800"
"811","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","","","","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000","2672000"
"812","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","","","","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200","2675200"
"813","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","","","","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400","2678400"
"814","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","","","","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600","2681600"
"815","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","","","","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800","2684800"
"816","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","","","","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000","2688000"
"817","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","","","","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200"
"818","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","","","","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400"
"819","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","","","","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600"
"820","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","","","","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800"
"821","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","","","","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000"
"822","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","","","","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200"
"823","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","","","","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400"
"824","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","","","","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600"
"825","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","","","","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800"
"826","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","","","","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000"
"827","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","","","","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200"
"828","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","","","","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400"
"829","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","","","","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600"
"830","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","","","","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800"
"831","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","","","","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000"
"832","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","","","","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200"
"833","2742400","2742400","2742400","2742400","2742400","2742400","2742400","2742400","2742400","2742400","2742400","2742400","","","","2742400","2742400","2742400","2742400","2742400","2742400","2742400","2742400","2742400"
"834","2745600","2745600","2745600","2745600","2745600","2745600","2745600","2745600","2745600","2745600","2745600","2745600","","","","2745600","2745600","2745600","2745600","2745600","2745600","2745600","2745600","2745600"
"835","2748800","2748800","2748800","2748800","2748800","2748800","2748800","2748800","2748800","2748800","2748800","2748800","","","","2748800","2748800","2748800","2748800","2748800","2748800","2748800","2748800","2748800"
"836","2752000","2752000","2752000","2752000","2752000","2752000","2752000","2752000","2752000","2752000","2752000","2752000","","","","2752000","2752000","2752000","2752000","2752000","2752000","2752000","2752000","2752000"
"837","2755200","2755200","2755200","2755200","2755200","2755200","2755200","2755200","2755200","2755200","2755200","2755200","","","","2755200","2755200","2755200","2755200","2755200","2755200","2755200","2755200","2755200"
"838","2758400","2758400","2758400","2758400","2758400","2758400","2758400","2758400","2758400","2758400","2758400","2758400","","","","2758400","2758400","2758400","2758400","2758400","2758400","2758400","2758400","2758400"
"839","2761600","2761600","2761600","2761600","2761600","2761600","2761600","2761600","2761600","2761600","2761600","2761600","","","","2761600","2761600","2761600","2761600","2761600","2761600","2761600","2761600","2761600"
"840","2764800","2764800","2764800","2764800","2764800","2764800","2764800","2764800","2764800","2764800","2764800","2764800","","","","2764800","2764800","2764800","2764800","2764800","2764800","2764800","2764800","2764800"
"841","2768000","2768000","2768000","2768000","2768000","2768000","2768000","2768000","2768000","2768000","2768000","2768000","","","","2768000","2768000","2768000","2768000","2768000","2768000","2768000","2768000","2768000"
"842","2771200","2771200","2771200","2771200","2771200","2771200","2771200","2771200","2771200","2771200","2771200","2771200","","","","2771200","2771200","2771200","2771200","2771200","2771200","2771200","2771200","2771200"
"843","2774400","2774400","2774400","2774400","2774400","2774400","2774400","2774400","2774400","2774400","2774400","2774400","","","","2774400","2774400","2774400","2774400","2774400","2774400","2774400","2774400","2774400"
"844","2777600","2777600","2777600","2777600","2777600","2777600","2777600","2777600","2777600","2777600","2777600","2777600","","","","2777600","2777600","2777600","2777600","2777600","2777600","2777600","2777600","2777600"
